$id,instrumentId,marketId,timestamp_column,open,high,low,close,tickCount,volume,qaVolume,takerBuyBAVolume,takerBuyQAVolume
13359,1,1,2026-03-08 00:23:00+00:00,67475.63,67475.63,67355.76,67387.35,3409,8.73799,589027.453053,1.98052,133421.0631157
13358,1,1,2026-03-08 00:24:00+00:00,67387.35,67396.0,67362.54,67366.16,2038,8.60817,580049.0773468,1.91282,128882.4680791
13357,1,1,2026-03-08 00:25:00+00:00,67366.16,67384.98,67355.76,67355.77,1524,2.16238,145679.3008348,1.22659,82638.0686573
13356,1,1,2026-03-08 00:26:00+00:00,67355.76,67355.77,67326.36,67338.53,1317,2.79753,188371.6610471,0.91799,61808.7925288
13355,1,1,2026-03-08 00:27:00+00:00,67338.52,67347.62,67338.52,67347.62,529,1.26887,85449.6884891,0.85425,57528.2342125
13354,1,1,2026-03-08 00:28:00+00:00,67347.62,67347.62,67347.61,67347.62,149,1.5175,102200.0044263,0.62513,42101.0176906
13353,1,1,2026-03-08 00:29:00+00:00,67347.61,67347.62,67347.61,67347.61,185,0.7464,50268.2603017,0.41977,28270.5104474
13352,1,1,2026-03-08 00:30:00+00:00,67347.61,67365.78,67347.61,67355.27,942,2.14733,144639.7656962,1.18099,79543.5419309
13351,1,1,2026-03-08 00:31:00+00:00,67355.27,67355.28,67326.36,67326.37,1044,2.37031,159612.5174929,0.60042,40429.6005403
13350,1,1,2026-03-08 00:32:00+00:00,67326.36,67332.9,67320.0,67332.9,696,3.86295,260075.4324481,2.49263,167809.132987
13349,1,1,2026-03-08 00:33:00+00:00,67332.89,67332.9,67332.89,67332.89,189,0.70861,47712.7630671,0.38842,26153.445018
13348,1,1,2026-03-08 00:34:00+00:00,67332.89,67332.9,67332.89,67332.9,348,5.79064,389900.5826505,5.65009,380436.944961
13347,1,1,2026-03-08 00:35:00+00:00,67332.89,67332.9,67300.0,67300.21,1358,3.9107,263237.2255816,0.59119,39793.7278494
13346,1,1,2026-03-08 00:36:00+00:00,67300.21,67329.31,67271.01,67274.35,1698,9.52643,641150.231684,2.56555,172687.9617559
13345,1,1,2026-03-08 00:37:00+00:00,67274.34,67274.91,67247.23,67274.91,1653,7.27859,489559.3987334,2.96992,199740.8178741
13344,1,1,2026-03-08 00:38:00+00:00,67274.91,67294.0,67274.9,67288.74,1228,3.39927,228732.6928831,1.42884,96139.7057823
13343,1,1,2026-03-08 00:39:00+00:00,67288.74,67322.03,67288.73,67322.02,1644,28.2463,1901344.404294,25.20176,1696390.6510579
13342,1,1,2026-03-08 00:40:00+00:00,67322.03,67339.58,67310.14,67339.57,1244,6.20883,417998.9410976,3.95958,266584.6089543
13341,1,1,2026-03-08 00:41:00+00:00,67339.58,67339.58,67302.92,67302.92,1136,3.32576,223909.8241783,0.47707,32113.3461465
13340,1,1,2026-03-08 00:42:00+00:00,67302.92,67302.92,67290.63,67290.63,892,1.24313,83658.496168,0.68206,45900.6776215
13339,1,1,2026-03-08 00:43:00+00:00,67290.62,67290.62,67247.24,67256.81,1502,5.64883,380044.2262407,2.32975,156742.96211
13338,1,1,2026-03-08 00:44:00+00:00,67256.8,67326.01,67256.8,67326.01,2414,113.09531,7612625.5434807,59.40751,3998273.2294158
13337,1,1,2026-03-08 00:45:00+00:00,67326.01,67326.01,67276.01,67278.08,1868,7.57404,509673.8872409,2.67053,179694.1404374
13336,1,1,2026-03-08 00:46:00+00:00,67278.08,67287.08,67238.06,67238.07,1500,6.19638,416808.8705096,0.59122,39767.2299109
13335,1,1,2026-03-08 00:47:00+00:00,67238.07,67238.07,67189.96,67213.12,2456,19.48791,1309681.0057789,2.23235,150012.8860272
13334,1,1,2026-03-08 00:48:00+00:00,67213.12,67214.12,67185.44,67201.18,2105,38.47793,2585773.6755299,28.73896,1931259.9193155
13333,1,1,2026-03-08 00:49:00+00:00,67201.17,67201.18,67182.67,67199.44,903,2.70068,181463.5324978,0.80821,54306.9103336
13332,1,1,2026-03-08 00:50:00+00:00,67199.45,67234.39,67199.44,67220.24,1648,9.56433,642959.2630354,8.19517,550919.4898835
13331,1,1,2026-03-08 00:51:00+00:00,67220.24,67220.25,67185.9,67199.26,1096,4.43142,297833.4279991,0.9953,66890.0290576
13330,1,1,2026-03-08 00:52:00+00:00,67199.26,67214.58,67182.67,67182.67,1295,2.27759,153072.4820471,0.62197,41801.802008
13329,1,1,2026-03-08 00:53:00+00:00,67182.66,67197.23,67182.66,67184.95,1168,3.92575,263753.9953719,3.04437,204534.2634783
13328,1,1,2026-03-08 00:54:00+00:00,67184.95,67207.28,67184.94,67207.28,730,1.74598,117325.8906474,1.26933,85294.0186711
13327,1,1,2026-03-08 00:55:00+00:00,67207.27,67207.27,67181.04,67181.04,645,3.01944,202873.2236334,0.60175,40428.1116645
13326,1,1,2026-03-08 00:56:00+00:00,67181.04,67193.3,67181.04,67193.29,934,0.99204,66652.3895669,0.57919,38913.7695855
13325,1,1,2026-03-08 00:57:00+00:00,67193.29,67218.63,67193.29,67218.63,718,1.9487,130954.4369343,1.30867,87944.0765749
13324,1,1,2026-03-08 00:58:00+00:00,67218.62,67233.25,67218.62,67233.25,622,2.26512,152273.3433248,2.02964,136442.9120105
13323,1,1,2026-03-08 00:59:00+00:00,67233.24,67233.25,67194.76,67194.77,1785,6.31054,424134.2113304,1.71515,115278.5373656
13322,1,1,2026-03-08 01:00:00+00:00,67194.77,67223.61,67193.29,67200.01,2098,7.15335,480768.7122304,3.89191,261569.2656048
13321,1,1,2026-03-08 01:01:00+00:00,67200.0,67200.0,67164.94,67172.8,1397,5.15162,346094.0987913,1.48774,99936.2465428
13320,1,1,2026-03-08 01:02:00+00:00,67172.8,67204.92,67172.79,67184.33,1435,5.40797,363392.2634494,4.40232,295818.8723584
13319,1,1,2026-03-08 01:03:00+00:00,67184.33,67210.93,67181.31,67199.75,1446,2.99131,200994.0778508,1.72242,115730.3199881
13318,1,1,2026-03-08 01:04:00+00:00,67199.74,67203.6,67173.39,67173.39,1119,2.25207,151330.0264503,0.72977,49042.2192249
13317,1,1,2026-03-08 01:05:00+00:00,67173.38,67189.31,67158.0,67169.9,1379,3.8951,261626.5612456,1.63164,109601.3307717
13316,1,1,2026-03-08 01:06:00+00:00,67169.9,67220.65,67169.9,67220.65,1637,5.59292,375875.6544897,4.2961,288740.2903832
13315,1,1,2026-03-08 01:07:00+00:00,67220.65,67287.03,67220.65,67287.03,1691,4.66965,314017.4643737,4.37744,294363.4508016
13314,1,1,2026-03-08 01:08:00+00:00,67287.02,67311.68,67276.75,67276.76,2298,5.71221,384416.7498239,1.87988,126510.7338069
13313,1,1,2026-03-08 01:09:00+00:00,67276.75,67282.28,67257.08,67282.28,1082,11.86773,798317.0027176,3.2973,221800.9943045
13312,1,1,2026-03-08 01:10:00+00:00,67282.28,67282.28,67239.16,67239.17,1116,3.82112,257013.0367696,0.65921,44332.137991
13311,1,1,2026-03-08 01:11:00+00:00,67239.16,67239.17,67213.34,67227.34,1315,5.83951,392562.8825369,1.85048,124392.5051439
13310,1,1,2026-03-08 01:12:00+00:00,67227.34,67258.71,67227.34,67258.71,1187,1.48102,99598.943707,0.85118,57241.625172
13309,1,1,2026-03-08 01:13:00+00:00,67258.7,67258.9,67258.7,67258.89,291,1.43432,96470.550554,1.11653,75096.403349
13308,1,1,2026-03-08 01:14:00+00:00,67258.89,67283.14,67258.89,67277.16,1633,4.51394,303642.22332,3.61951,243476.210749
13307,1,1,2026-03-08 01:15:00+00:00,67277.16,67305.76,67276.05,67279.91,2237,9.754,656340.2778208,4.54632,305925.4289166
13306,1,1,2026-03-08 01:16:00+00:00,67279.91,67321.12,67279.91,67321.11,1080,4.98108,335280.2559287,4.36197,293609.8239909
13305,1,1,2026-03-08 01:17:00+00:00,67321.12,67321.12,67314.39,67315.51,256,1.99115,134043.5957692,0.79794,53716.4957571
13304,1,1,2026-03-08 01:18:00+00:00,67315.5,67315.5,67265.6,67265.61,1821,4.43849,298668.2460055,0.55045,37036.8372269
13303,1,1,2026-03-08 01:19:00+00:00,67265.61,67269.06,67261.16,67268.67,450,1.94484,130820.7538712,1.83518,123444.398297
13302,1,1,2026-03-08 01:20:00+00:00,67268.67,67285.17,67268.67,67285.16,712,0.64728,43548.8005826,0.5418,36451.8566454
13301,1,1,2026-03-08 01:21:00+00:00,67285.17,67300.74,67285.16,67300.74,613,0.51747,34822.4143015,0.40238,27077.5961569
13300,1,1,2026-03-08 01:22:00+00:00,67300.73,67300.73,67265.97,67265.97,1009,1.90273,128030.5007873,0.58129,39104.4545772
13299,1,1,2026-03-08 01:23:00+00:00,67265.97,67281.28,67261.32,67281.27,922,1.65103,111063.4387754,1.30876,88038.8958118
13298,1,1,2026-03-08 01:24:00+00:00,67281.28,67310.46,67248.47,67250.84,2080,6.10114,410525.6314401,4.00684,269646.4311345
13297,1,1,2026-03-08 01:25:00+00:00,67250.85,67287.18,67250.84,67287.18,1154,1.05903,71247.7403462,0.69906,47028.0344439
13296,1,1,2026-03-08 01:26:00+00:00,67287.18,67288.0,67273.92,67275.74,837,4.52139,304210.2686171,0.46738,31446.5778698
13295,1,1,2026-03-08 01:27:00+00:00,67275.74,67275.74,67263.65,67263.65,766,0.88718,59678.212452,0.50093,33696.1910742
13294,1,1,2026-03-08 01:28:00+00:00,67263.66,67278.12,67263.65,67278.12,481,1.74206,117189.1754921,1.09427,73613.0038332
13293,1,1,2026-03-08 01:29:00+00:00,67278.11,67294.61,67219.75,67219.99,1821,151.61061,10193394.7356848,98.66028,6632467.9933674
